"manzana","ed1","ed2","ed3","ed4","ed5","ed6","ed7","ed8","ed9","ed10","ed11","ed12","ed13","ed14","ed15"
"7600110000000002020106",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002170418",0,0,1,0,0,0,1,1,0,0,0,2,0,2,1
"7600110000000002070118",0,0,0,1,2,0,0,0,0,0,1,0,0,0,1
"7600110000000002210120",0,0,0,0,0,1,0,1,0,0,1,1,1,0,1
"7600110000000002210102",0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
"7600110000000002210221",0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
"7600110000000002220212",0,0,1,0,0,1,0,0,2,0,2,2,0,1,2
"7600110000000002130314",0,0,0,0,0,0,0,0,0,1,1,0,1,0,2
"7600110000000002110410",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"7600110000000002040141",0,2,0,0,0,0,0,0,0,1,0,0,1,0,1
"7600110000000002120504",1,2,0,0,0,1,0,1,0,0,0,1,1,1,3
"7600110000000002010227",2,4,1,4,2,3,3,8,4,3,2,3,7,7,7
"7600110000000002200210",2,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"7600110000000002080208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002210113",1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"7600110000000002080413",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"7600110000000002170319",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002170119",0,0,0,0,0,1,0,1,1,1,1,0,0,0,1
"7600110000000002170110",1,0,1,0,0,1,1,2,0,1,0,3,2,3,1
"7600110000000002120409",1,0,1,0,0,0,0,0,1,0,0,0,1,0,2
"7600110000000002170333",0,0,1,0,0,0,0,0,2,0,1,0,3,3,2
"7600110000000002110204",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"7600110000000002150117",0,0,0,0,3,0,0,0,2,1,1,1,0,1,0
"7600110000000002220101",2,4,6,2,7,6,4,8,7,5,5,6,5,6,6
"7600110000000002010216",1,1,1,1,1,2,3,2,2,1,2,0,0,0,0
"7600110000000002120207",1,1,0,0,0,0,2,2,0,1,0,2,1,0,0
"7600110000000002200120",5,6,2,5,1,2,5,2,2,0,5,2,1,8,10
"7600110000000002090304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002230332",4,0,0,6,1,0,0,1,3,1,0,2,2,4,2
"7600110000000002230307",1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"7600110000000002200204",1,0,1,0,0,0,0,1,0,0,0,1,0,1,2
"7600110000000002200114",0,0,0,1,0,0,1,0,2,1,0,0,1,1,0
"7600110000000002220209",2,0,0,1,0,1,0,0,1,1,2,3,0,1,1
"7600110000000002060315",0,0,0,0,2,0,0,1,1,3,0,3,1,3,2
"7600110000000002090219",0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
"7600110000000002040208",0,1,1,0,1,1,0,1,0,0,1,1,3,1,4
"7600110000000002130217",0,1,0,0,0,0,2,0,0,0,0,0,1,0,0
"7600110000000002130103",0,0,4,1,0,1,0,0,2,0,1,1,1,0,1
"7600110000000002130215",1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"7600110000000002210109",0,0,0,1,1,1,0,0,1,1,1,0,2,1,0
"7600110000000002110101",15,8,5,4,4,9,1,5,5,3,6,4,6,3,6
"7600110000000002130208",0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
"7600110000000002170113",2,0,0,2,0,0,1,0,0,0,0,0,1,0,0
"7600110000000002080108",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"7600110000000002120302",0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
"7600110000000003050103",0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
"7600110000000002230306",0,1,0,0,1,0,2,3,0,3,3,1,3,1,2
"7600110000000002040103",0,0,0,1,1,0,0,0,1,0,1,0,0,1,0
"7600110000000002020107",0,0,0,0,0,0,1,0,1,0,2,1,1,0,0
"7600110000000002170317",3,1,4,1,5,0,2,2,3,1,2,1,3,5,1
"7600110000000002220104",5,5,7,8,5,7,3,14,8,6,8,6,3,6,6
"7600110000000003050106",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002040133",1,0,0,1,1,1,0,0,0,0,1,1,2,0,1
"7600110000000002160105",1,0,0,1,2,0,0,1,1,1,1,1,0,0,0
"7600110000000002150113",1,2,0,3,0,1,1,2,0,1,0,1,1,1,0
"7600110000000002170118",0,0,1,3,1,3,1,0,0,0,2,1,1,1,0
"7600110000000002060117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002230222",7,4,6,9,6,10,5,2,6,7,7,3,4,5,7
"7600110000000002130310",0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
"7600110000000002130111",0,2,0,1,0,0,1,0,0,1,1,1,1,0,1
"7600110000000002130114",0,0,0,1,1,0,0,0,0,0,0,0,0,2,0
"7600110000000002010202",0,1,0,0,1,1,0,0,0,0,1,0,1,0,0
"7600110000000002220218",1,0,0,1,1,0,2,1,0,0,2,1,5,1,0
"7600110000000002080411",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"7600110000000002120213",0,1,0,0,1,0,0,1,0,0,2,0,4,0,1
"7600110000000002080315",0,0,1,1,0,0,2,0,2,0,0,1,1,2,0
"7600110000000002090312",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
"7600110000000002120413",0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
"7600110000000002130101",0,1,0,1,0,0,1,0,0,0,0,0,1,1,2
"7600110000000002010312",0,0,1,1,0,2,2,0,1,1,2,0,0,1,1
"7600110000000002090211",2,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"7600110000000002170372",0,0,1,1,0,0,1,1,0,2,0,0,0,0,2
"7600110000000002030104",0,4,1,3,2,6,2,0,2,0,0,2,1,2,3
"7600110000000002130218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002130311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002120215",0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
"7600110000000002230301",0,2,2,3,1,0,1,8,4,3,2,2,1,3,1
"7600110000000002070102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002090306",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002080412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002110215",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"7600110000000002080303",1,0,1,0,1,0,0,0,1,0,0,0,1,1,0
"7600110000000002120415",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7600110000000002120411",2,0,0,0,0,0,1,1,1,1,0,1,2,0,3
"7600110000000002120313",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"7600110000000002220213",1,1,0,1,0,1,1,0,1,1,1,1,1,1,1
"7600110000000002060312",0,0,0,1,0,0,1,0,0,2,0,0,0,0,0
"7600110000000002170347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002110403",1,0,1,1,1,1,1,0,0,1,1,1,2,0,0
"7600110000000002110202",1,0,0,1,0,1,0,0,1,0,1,0,1,0,0
"7600110000000002130320",0,1,0,1,0,1,0,0,0,0,0,1,0,0,1
"7600110000000002080111",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"7600110000000002170107",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002120211",0,0,1,3,3,2,0,0,0,3,2,0,0,2,1
"7600110000000002220111",4,4,4,1,5,6,6,4,7,5,4,4,8,4,1
"7600110000000002110110",0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
"7600110000000002230305",0,0,3,1,2,1,3,2,1,1,1,2,2,2,2
"7600110000000002130403",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"7600110000000002130108",0,0,2,0,1,0,1,0,0,0,2,1,0,1,0
"7600110000000002170369",1,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"7600110000000002120121",0,0,0,0,0,0,1,0,0,1,0,1,0,1,1
"7600110000000002040210",3,3,1,0,1,3,3,2,2,4,1,0,2,0,5
"7600110000000002230219",0,0,1,0,1,2,0,3,2,0,1,2,1,1,2
"7600110000000002110206",1,1,1,1,0,1,0,0,1,1,0,1,0,1,1
"7600110000000002230303",3,1,1,0,4,0,0,3,1,1,2,0,0,0,0
"7600110000000002120314",3,1,1,2,2,1,2,0,1,0,1,2,0,0,1
"7600110000000002210114",2,0,0,1,0,2,0,1,0,1,2,0,1,0,0
"7600110000000002120101",0,0,0,0,0,0,0,1,1,1,0,2,1,0,1
"7600110000000002050114",0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
"7600110000000002110402",0,2,0,2,0,2,0,0,3,1,1,2,2,2,1
"7600110000000002040140",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"7600110000000002060311",0,0,0,0,0,1,0,1,0,0,1,0,0,0,2
"7600110000000002170117",0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
"7600110000000002130210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002070117",0,1,0,3,0,0,0,0,0,3,0,0,2,0,1
"7600110000000002090302",2,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"7600110000000002230223",2,1,1,3,1,1,2,1,1,5,3,4,2,1,1
"7600110000000002080106",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"7600110000000002120514",0,0,1,0,0,0,0,0,0,0,2,0,0,0,1
"7600110000000002080302",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"7600110000000002090407",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"7600110000000002220402",0,0,0,0,0,1,0,0,0,1,0,1,1,0,1
"7600110000000002110309",0,0,0,0,1,0,1,0,0,1,1,3,0,0,0
"7600110000000002120301",2,3,1,1,1,1,0,1,4,2,1,0,3,2,2
"7600110000000002170109",0,0,0,1,0,0,1,0,1,2,0,1,0,0,0
"7600110000000002150112",0,0,0,0,0,1,0,0,0,0,0,0,2,1,1
"7600110000000002040108",3,1,0,0,0,1,1,0,0,1,1,1,0,1,0
"7600110000000002090107",0,0,1,0,1,0,0,0,0,0,0,1,0,2,1
"7600110000000002170371",0,1,0,0,3,3,1,1,0,2,1,4,3,1,4
"7600110000000002200101",1,0,1,0,2,0,0,1,1,1,2,2,5,3,1
"7600110000000002110210",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"7600110000000002170112",0,1,1,1,1,1,1,0,1,0,1,0,1,2,0
"7600110000000002220310",1,3,2,0,0,2,1,1,0,2,1,3,0,1,1
"7600110000000002210201",0,1,1,1,2,1,0,0,1,0,1,0,1,1,1
"7600110000000002170221",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002200105",6,1,4,5,1,3,2,3,8,5,5,4,4,4,5
"7600110000000002220205",0,1,0,1,0,3,2,2,4,1,4,2,8,2,0
"7600110000000002090402",0,0,0,0,2,0,1,0,0,0,0,0,1,1,0
"7600110000000002170421",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7600110000000002130309",0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
"7600110000000002170361",1,0,0,0,2,1,1,1,1,1,0,0,1,2,0
"7600110000000019440331",0,1,0,1,1,0,1,0,1,0,0,1,0,1,0
"7600110000000002030151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002110209",0,1,0,0,0,0,0,0,0,1,1,2,0,0,1
"7600110000000002120414",0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
"7600110000000002230325",0,0,0,2,2,2,1,2,0,1,2,0,0,0,0
"7600110000000002230333",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002080313",0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
"7600110000000002110407",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"7600110000000002200118",0,1,2,2,0,0,5,2,2,1,2,1,0,1,0
"7600110000000002210206",0,0,1,0,1,0,1,1,1,2,1,2,1,2,2
"7600110000000002170352",4,9,5,2,5,7,3,9,6,4,4,5,9,11,9
"7600110000000002220421",10,13,5,8,10,12,10,11,5,16,10,11,7,8,9
"7600110000000002230110",1,3,1,1,0,3,3,0,3,1,0,2,1,4,4
"7600110000000002090311",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"7600110000000002210226",0,0,0,1,0,2,1,0,0,1,1,0,0,0,0
"7600110000000004090108",0,0,1,0,2,0,1,3,2,2,1,0,2,1,2
"7600110000000002080414",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"7600110000000002010109",0,0,0,0,0,0,0,1,0,0,0,1,0,2,0
"7600110000000002170215",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"7600110000000002170419",0,1,0,1,2,0,0,2,0,1,1,1,1,1,0
"7600110000000002060108",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002120110",1,3,2,5,4,3,5,3,1,4,8,5,4,2,1
"7600110000000002220105",1,0,0,1,1,0,0,1,4,2,1,0,1,2,2
"7600110000000002090403",0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"7600110000000002050111",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"7600110000000002130118",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"7600110000000002090418",0,1,1,0,2,0,0,0,0,0,1,1,0,0,1
"7600110000000002220216",1,1,1,1,1,4,1,1,0,2,1,0,2,2,0
"7600110000000002230326",1,2,0,3,1,1,0,0,0,2,2,1,3,1,0
"7600110000000002220409",1,2,0,1,1,0,1,0,1,0,1,3,0,0,0
"7600110000000002050104",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"7600110000000002110409",0,0,0,0,1,0,1,0,0,0,1,2,2,0,1
"7600110000000002220407",1,1,1,2,0,0,0,2,2,2,0,5,2,2,1
"7600110000000002200304",0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
"7600110000000002220308",0,0,0,0,1,0,0,0,1,0,1,1,1,1,2
"7600110000000002230329",1,0,2,0,2,1,0,0,2,1,2,1,0,0,0
"7600110000000002130316",1,0,0,1,2,1,0,0,0,1,1,0,1,0,0
"7600110000000002020110",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"7600110000000002200217",1,0,1,1,0,1,2,0,0,0,0,1,0,2,1
"7600110000000002060204",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"7600110000000002070107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002090103",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"7600110000000002090102",0,0,1,1,0,0,0,0,1,0,0,0,2,0,0
"7600110000000002090303",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"7600110000000002090315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002090210",1,0,0,1,1,0,0,1,0,0,0,1,1,1,1
"7600110000000002010231",2,3,4,5,2,1,5,1,2,3,6,2,5,3,3
"7600110000000002090218",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"7600110000000002080102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002120309",1,0,0,0,1,0,0,0,0,0,0,1,0,1,1
"7600110000000002130209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002170360",0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
"7600110000000002170363",1,0,1,1,1,1,2,1,2,2,4,0,1,3,0
"7600110000000002130117",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"7600110000000002130410",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7600110000000002030142",1,1,2,3,1,1,2,4,3,2,1,0,2,4,2
"7600110000000002140132",4,6,4,3,3,1,0,1,2,5,3,4,2,5,6
"7600110000000002230216",1,0,0,0,2,0,3,2,0,1,3,1,0,2,4
"7600110000000002200202",2,1,0,0,0,0,1,0,1,1,1,0,2,2,0
"7600110000000002060104",0,1,1,3,0,0,2,0,1,1,0,3,0,1,0
"7600110000000002120308",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"7600110000000002120404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002230109",2,2,2,2,1,1,0,1,0,2,3,2,5,1,3
"7600110000000004090103",0,0,0,1,0,2,0,0,0,0,1,1,5,0,0
"7600110000000003050104",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002120106",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"7600110000000002200107",0,2,2,0,3,1,1,0,1,2,0,0,0,2,0
"7600110000000002170351",2,1,4,1,2,3,2,1,4,4,3,0,3,2,4
"7600110000000002050107",2,1,0,0,0,1,1,1,0,0,0,0,2,1,1
"7600110000000002220307",1,1,0,3,0,0,3,1,1,0,2,0,0,1,1
"7600110000000002170219",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"7600110000000002200113",1,1,1,0,2,1,0,0,0,1,1,1,0,0,0
"7600110000000002200302",0,0,0,0,2,0,0,0,2,2,0,1,1,1,1
"7600110000000002220305",0,0,0,0,0,1,1,0,0,3,0,2,2,0,1
"7600110000000002120406",0,0,1,0,1,0,0,0,0,1,2,1,1,0,0
"7600110000000002200116",1,0,3,2,1,0,0,1,1,0,0,1,0,1,4
"7600110000000002110321",0,1,0,1,1,3,0,1,0,2,0,1,1,2,4
"7600110000000002120303",0,0,0,0,1,1,0,0,0,1,0,0,0,2,0
"7600110000000002160106",5,4,2,2,0,0,2,2,2,2,2,5,5,2,1
"7600110000000002230213",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"7600110000000002120403",0,2,0,2,0,1,0,0,2,0,1,0,1,1,2
"7600110000000002010224",2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"7600110000000002090305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002220408",0,1,0,0,0,0,1,0,1,1,1,1,1,2,3
"7600110000000002030149",1,0,0,0,1,0,2,0,1,2,0,0,1,0,0
"7600110000000002110205",0,1,0,1,0,0,0,2,0,0,0,1,2,1,0
"7600110000000002230317",11,16,22,20,29,19,19,19,18,21,14,11,18,17,22
"7600110000000002130406",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"7600110000000002170103",1,0,0,0,1,0,0,0,0,1,1,0,0,0,1
"7600110000000004200210",3,1,0,0,1,1,1,0,1,1,1,0,0,1,2
"7600110000000002190107",7,14,12,10,9,18,13,11,8,10,14,10,4,13,8
"7600110000000002040212",1,1,0,1,0,1,1,2,1,0,0,1,0,0,1
"7600110000000002210213",1,1,1,0,2,2,0,1,2,1,0,1,0,3,1
"7600110000000002200122",0,0,0,0,0,0,1,1,0,0,0,0,2,1,0
"7600110000000002040138",2,0,2,0,1,1,0,1,0,3,0,0,0,1,0
"7600110000000002200216",1,0,0,1,1,0,2,0,2,1,0,0,1,1,1
"7600110000000002200207",1,0,0,3,0,0,0,0,0,0,2,1,0,1,1
"7600110000000002090204",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"7600110000000002220206",4,1,2,2,1,2,2,1,3,2,2,2,1,4,1
"7600110000000002010104",0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
"7600110000000002080304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002210223",0,1,0,0,1,1,0,0,1,1,0,1,0,0,0
"7600110000000002200102",4,5,7,4,9,2,3,2,6,7,2,6,4,5,5
"7600110000000002120114",1,1,1,0,0,3,1,1,0,0,1,0,0,1,2
"7600110000000002230217",2,2,1,1,2,1,4,4,2,3,2,2,3,3,2
"7600110000000002210212",0,0,0,1,1,0,3,3,3,1,1,1,0,1,1
"7600110000000002210112",3,1,0,0,1,2,1,1,0,1,3,0,0,0,0
"7600110000000002010106",0,1,1,0,0,0,0,2,1,1,0,1,0,0,1
"7600110000000002140110",1,1,1,1,3,4,0,3,2,3,2,1,3,3,2
"7600110000000002090409",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"7600110000000002130408",2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"7600110000000002110113",0,1,0,0,1,2,0,0,1,0,3,0,1,2,0
"7600110000000002080309",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002230319",3,8,4,5,4,3,2,2,3,2,4,1,2,3,2
"7600110000000002230302",1,0,0,1,1,0,0,1,1,0,3,1,1,3,0
"7600110000000002020102",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"7600110000000002230203",1,1,1,0,1,0,2,0,6,1,2,1,1,1,2
"7600110000000002220207",2,3,2,4,4,0,3,3,3,3,5,2,3,4,2
"7600110000000002130404",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"7600110000000002040137",0,0,1,0,1,0,1,1,2,1,2,1,0,0,0
"7600110000000002210118",1,2,1,0,2,0,1,0,1,1,1,1,2,2,2
"7600110000000002010310",0,3,2,3,3,2,2,2,2,3,2,1,4,2,2
"7600110000000002090213",0,0,0,0,2,0,0,2,0,0,0,1,0,0,1
"7600110000000002020101",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"7600110000000002090410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002120416",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"7600110000000002220316",0,1,0,0,2,0,1,2,0,1,1,2,0,0,3
"7600110000000002040110",1,0,0,2,0,1,0,3,0,1,1,0,0,1,1
"7600110000000002080405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002110308",0,0,0,0,1,0,0,0,0,1,2,1,0,0,1
"7600110000000002130107",1,0,1,1,2,1,1,0,1,1,0,1,0,0,1
"7600110000000002080216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002170120",4,6,2,4,8,3,7,4,2,2,6,7,6,4,6
"7600110000000002230108",3,4,1,7,6,3,3,4,6,4,5,6,6,8,7
"7600110000000002090205",0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
"7600110000000002220210",0,1,1,2,0,0,0,2,0,0,0,1,0,1,1
"7600110000000002120503",0,1,0,0,0,4,1,2,0,0,0,0,0,1,0
"7600110000000002220319",0,0,1,0,1,0,0,2,2,0,2,0,0,1,1
"7600110000000002220411",0,0,3,3,2,2,2,1,1,0,1,2,1,2,1
"7600110000000002110404",0,1,1,1,0,0,1,0,2,0,0,1,1,0,2
"7600110000000002180111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002130109",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002120111",0,0,1,1,2,3,1,1,1,1,1,1,1,0,0
"7600110000000002060309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7600110000000002060107",1,1,1,0,0,2,1,1,0,1,1,2,0,1,0
"7600110000000002120502",0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
"7600110000000002200209",0,0,0,0,2,0,2,0,0,1,1,1,0,1,1
"7600110000000002150110",1,1,0,1,1,3,1,1,0,0,0,2,2,2,0
"7600110000000002230211",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
